,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
384,,,10000,10000,10000.0, 60 months,19.92,264.5,D,D3,Truck Driver,2 years,RENT,54000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,163xx,PA,7.34,0.0,Mar-2007,1.0,59.0,,4.0,0.0,2524,52.6,13.0,w,9801.36,9801.36,512.4,512.4,198.64,313.76,0.0,0.0,0.0,Feb-2019,264.5,Mar-2019,Feb-2019,0.0,59.0,1,Individual,,,,0.0,0.0,6311.0,0.0,1.0,0.0,1.0,15.0,3787.0,72.0,1.0,1.0,905.0,63.0,4800.0,2.0,0.0,2.0,2.0,1578.0,2276.0,52.6,0.0,0.0,110.0,141.0,12.0,12.0,0.0,12.0,59.0,0.0,59.0,1.0,3.0,3.0,3.0,7.0,6.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,1.0,76.9,33.3,0.0,0.0,10100.0,6311.0,4800.0,5300.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
385,,,15450,15450,15450.0, 36 months,11.8,511.69,B,B4,Chief Information Officer,3 years,MORTGAGE,133600.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,210xx,MD,26.04,0.0,Apr-1999,3.0,29.0,51.0,31.0,1.0,35013,49.1,43.0,w,5966.53,5966.53,9758.19,9758.19,9483.47,274.72,0.0,0.0,0.0,Feb-2019,7511.69,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,123944.0,2.0,13.0,0.0,2.0,17.0,88931.0,86.0,2.0,8.0,18831.0,71.0,71300.0,4.0,7.0,3.0,10.0,4131.0,23708.0,52.4,0.0,0.0,148.0,236.0,4.0,4.0,0.0,18.0,29.0,5.0,29.0,0.0,8.0,13.0,9.0,14.0,18.0,18.0,25.0,13.0,30.0,0.0,0.0,0.0,2.0,100.0,33.3,1.0,0.0,174198.0,123944.0,49800.0,102898.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
386,,,40000,40000,40000.0, 36 months,8.19,1256.97,A,A4,Branch Manager,2 years,MORTGAGE,100000.0,Not Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,850xx,AZ,16.73,0.0,Nov-2005,0.0,,114.0,10.0,1.0,11296,28.0,28.0,w,39016.03,39016.03,1366.17,1366.17,983.97,382.2,0.0,0.0,0.0,Feb-2019,1393.47,Mar-2019,Feb-2019,0.0,,1,Joint App,200000.0,14.89,Not Verified,0.0,0.0,77090.0,0.0,3.0,1.0,2.0,7.0,65794.0,58.0,0.0,2.0,8622.0,44.0,40300.0,0.0,7.0,1.0,6.0,7709.0,6404.0,63.8,0.0,0.0,157.0,107.0,19.0,7.0,3.0,19.0,,2.0,,0.0,2.0,2.0,2.0,5.0,12.0,7.0,13.0,2.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,139105.0,77090.0,17700.0,98805.0,28963.0,Nov-2002,1.0,4.0,10.0,48.3,1.0,10.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
387,,,7500,7500,7500.0, 36 months,7.02,231.65,A,A2,High School Special Education Teacher,7 years,MORTGAGE,57000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,841xx,UT,14.95,0.0,Aug-2008,0.0,,,8.0,0.0,5434,19.5,17.0,w,7123.35,7123.35,458.91,458.91,376.65,82.26,0.0,0.0,0.0,Feb-2019,231.65,Mar-2019,Feb-2019,0.0,,1,Joint App,100000.0,11.46,Not Verified,0.0,0.0,190263.0,0.0,2.0,0.0,1.0,14.0,12987.0,62.0,0.0,1.0,3330.0,38.0,27800.0,0.0,3.0,0.0,4.0,23783.0,21866.0,19.9,0.0,0.0,124.0,57.0,23.0,14.0,2.0,23.0,,14.0,,0.0,3.0,3.0,4.0,5.0,9.0,5.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,225461.0,18421.0,27300.0,20922.0,14040.0,Feb-2015,0.0,0.0,11.0,23.1,8.0,3.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
388,,,20500,20500,20500.0, 36 months,10.72,668.43,B,B2,Senior Technical Writer / Analyst,3 years,RENT,77000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,970xx,OR,10.75,0.0,Sep-2001,0.0,,,15.0,0.0,20213,75.4,20.0,w,19525.06,19525.06,1239.2,1239.2,974.94,264.26,0.0,0.0,0.0,Feb-2019,668.43,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,125031.0,0.0,3.0,0.0,0.0,95.0,104818.0,163.0,0.0,2.0,3036.0,128.0,26800.0,0.0,0.0,0.0,2.0,8335.0,692.0,95.2,0.0,0.0,127.0,207.0,17.0,17.0,0.0,49.0,,17.0,,0.0,8.0,12.0,8.0,8.0,8.0,12.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,94720.0,125031.0,14500.0,67920.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
389,,,4500,4500,4500.0, 36 months,19.92,167.06,D,D3,Human Resources Generalist,< 1 year,MORTGAGE,115800.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,212xx,MD,9.09,0.0,May-2000,0.0,43.0,,12.0,0.0,16156,69.9,30.0,w,4313.75,4313.75,326.65,326.65,186.25,140.4,0.0,0.0,0.0,Feb-2019,167.06,Mar-2019,Feb-2019,0.0,46.0,1,Individual,,,,0.0,0.0,126872.0,2.0,3.0,1.0,4.0,7.0,43486.0,102.0,3.0,6.0,2063.0,91.0,23100.0,2.0,4.0,0.0,10.0,10573.0,0.0,103.2,0.0,0.0,159.0,223.0,3.0,3.0,3.0,223.0,55.0,14.0,55.0,4.0,1.0,7.0,1.0,4.0,14.0,8.0,13.0,7.0,12.0,0.0,0.0,0.0,4.0,80.0,100.0,0.0,0.0,142067.0,59642.0,2000.0,42467.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
390,,,19000,19000,19000.0, 36 months,11.8,629.26,B,B4,Operations Manager,9 years,MORTGAGE,77405.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,751xx,TX,19.66,0.0,May-2009,1.0,,105.0,18.0,1.0,15506,37.5,30.0,w,18110.8,18110.8,1239.84,1239.84,889.2,350.64,0.0,0.0,0.0,Feb-2019,629.26,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,862.0,328915.0,3.0,5.0,4.0,4.0,3.0,60119.0,93.0,0.0,1.0,4548.0,46.0,41400.0,2.0,1.0,4.0,6.0,18273.0,15816.0,40.3,0.0,0.0,113.0,115.0,24.0,1.0,2.0,24.0,,2.0,,0.0,6.0,9.0,9.0,9.0,14.0,12.0,14.0,9.0,18.0,0.0,0.0,0.0,5.0,100.0,0.0,1.0,0.0,358863.0,75625.0,26500.0,64173.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
391,,,34800,34800,34800.0, 60 months,15.02,828.26,C,C3,Emergency Management Coordinator,< 1 year,RENT,106000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,210xx,MD,26.1,1.0,Sep-2002,0.0,4.0,,25.0,0.0,16907,35.7,54.0,w,34009.72,34009.72,1612.96,1612.96,790.28,822.68,0.0,0.0,0.0,Feb-2019,828.26,Mar-2019,Feb-2019,0.0,4.0,1,Individual,,,,0.0,0.0,117339.0,1.0,17.0,2.0,2.0,4.0,100432.0,86.0,1.0,3.0,5556.0,72.0,47300.0,2.0,0.0,2.0,5.0,4694.0,27399.0,22.2,1.0,0.0,183.0,195.0,11.0,4.0,0.0,11.0,59.0,0.0,4.0,1.0,3.0,4.0,3.0,9.0,27.0,8.0,27.0,4.0,25.0,0.0,0.0,1.0,3.0,96.2,0.0,0.0,0.0,163632.0,117339.0,35200.0,116332.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
392,,,25000,25000,25000.0, 60 months,10.33,535.25,B,B1,Teacher,10+ years,MORTGAGE,55758.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,890xx,NV,21.52,0.0,Dec-1998,0.0,,,12.0,0.0,20555,23.7,31.0,w,24335.48,24335.48,1070.52,1070.52,664.52,406.0,0.0,0.0,0.0,Feb-2019,535.25,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,181679.0,0.0,2.0,0.0,1.0,24.0,3755.0,23.0,0.0,0.0,7380.0,24.0,86900.0,0.0,0.0,0.0,1.0,16516.0,66345.0,23.7,0.0,0.0,173.0,240.0,44.0,24.0,6.0,77.0,,,,0.0,5.0,5.0,8.0,16.0,5.0,8.0,18.0,5.0,12.0,0.0,0.0,0.0,0.0,100.0,14.3,0.0,0.0,284203.0,24310.0,86900.0,16403.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
393,,,11000,11000,11000.0, 60 months,11.8,243.58,B,B4,Vice President,5 years,MORTGAGE,188000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,800xx,CO,12.31,0.0,Jun-1981,0.0,,81.0,12.0,1.0,12631,90.2,41.0,w,10727.84,10727.84,476.34,476.34,272.16,204.18,0.0,0.0,0.0,Feb-2019,243.58,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,522971.0,0.0,8.0,0.0,1.0,15.0,89738.0,95.0,1.0,1.0,6255.0,94.0,14000.0,2.0,1.0,8.0,3.0,43581.0,827.0,92.5,0.0,0.0,160.0,450.0,7.0,7.0,2.0,81.0,,0.0,,0.0,2.0,3.0,2.0,6.0,30.0,3.0,9.0,3.0,12.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,531840.0,102369.0,11000.0,94615.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
394,,,20075,20075,20075.0, 36 months,19.92,745.25,D,D3,Maintenance supervisor,8 years,OWN,50000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,766xx,TX,26.64,0.0,May-1994,0.0,68.0,,5.0,0.0,21168,72.2,15.0,f,19244.15,19244.15,1457.18,1457.18,830.85,626.33,0.0,0.0,0.0,Feb-2019,745.25,Mar-2019,Feb-2019,0.0,68.0,1,Individual,,,,0.0,0.0,32372.0,0.0,1.0,0.0,1.0,17.0,11204.0,62.0,1.0,2.0,16517.0,68.0,29300.0,0.0,0.0,0.0,3.0,6474.0,7632.0,73.5,0.0,0.0,148.0,295.0,9.0,9.0,0.0,9.0,68.0,,68.0,2.0,2.0,2.0,3.0,10.0,3.0,4.0,12.0,2.0,5.0,0.0,0.0,0.0,1.0,80.0,66.7,0.0,0.0,47300.0,32372.0,28800.0,18000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
395,,,28000,28000,28000.0, 36 months,14.47,963.38,C,C2,Senior Analyst,4 years,MORTGAGE,130000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,217xx,MD,10.25,0.0,Jan-2002,1.0,,,17.0,0.0,27001,24.5,40.0,w,26740.96,26740.96,1893.0,1893.0,1259.04,633.96,0.0,0.0,0.0,Feb-2019,963.38,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,390506.0,3.0,3.0,2.0,3.0,3.0,46614.0,92.0,3.0,4.0,14929.0,46.0,110400.0,3.0,7.0,1.0,9.0,22971.0,39299.0,40.7,0.0,0.0,150.0,203.0,0.0,0.0,5.0,0.0,,5.0,,0.0,6.0,6.0,8.0,14.0,9.0,13.0,26.0,6.0,17.0,0.0,0.0,0.0,5.0,100.0,25.0,0.0,0.0,483940.0,73615.0,66300.0,50635.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
396,,,15000,15000,15000.0, 60 months,17.97,380.66,D,D1,Mason,7 years,RENT,65000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,021xx,MA,18.49,0.0,Mar-2015,0.0,,,11.0,0.0,4328,17.3,12.0,w,14685.59,14685.59,738.86,738.86,314.41,424.45,0.0,0.0,0.0,Feb-2019,380.66,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,40613.0,3.0,1.0,1.0,1.0,9.0,35800.0,,4.0,8.0,1955.0,17.0,24800.0,0.0,0.0,4.0,10.0,3692.0,19860.0,17.4,0.0,0.0,37.0,45.0,2.0,2.0,0.0,2.0,,9.0,,0.0,8.0,9.0,8.0,8.0,2.0,9.0,9.0,9.0,11.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,67194.0,40613.0,24100.0,39164.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
397,,,12000,12000,12000.0, 36 months,8.81,380.54,A,A5,,,MORTGAGE,120000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,797xx,TX,18.16,0.0,Dec-2008,0.0,,,11.0,0.0,18905,40.3,23.0,w,11412.97,11412.97,752.27,752.27,587.03,165.24,0.0,0.0,0.0,Feb-2019,380.54,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,123139.0,1.0,2.0,1.0,2.0,11.0,104234.0,86.0,3.0,3.0,6502.0,60.0,46900.0,2.0,3.0,1.0,5.0,11194.0,15321.0,44.1,0.0,0.0,120.0,117.0,4.0,4.0,0.0,8.0,,12.0,,0.0,4.0,7.0,6.0,11.0,8.0,9.0,15.0,7.0,11.0,0.0,0.0,0.0,4.0,100.0,16.7,0.0,0.0,157280.0,123139.0,27400.0,110380.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
398,,,4000,4000,4000.0, 36 months,18.94,146.51,D,D2,Supervisor,1 year,RENT,73000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,087xx,NJ,4.78,0.0,Jun-2007,2.0,75.0,,14.0,0.0,3028,15.4,16.0,w,3831.93,3831.93,286.71,286.71,168.07,118.64,0.0,0.0,0.0,Feb-2019,146.51,Mar-2019,Feb-2019,0.0,75.0,1,Individual,,,,0.0,252.0,3028.0,5.0,0.0,0.0,0.0,57.0,0.0,,7.0,12.0,421.0,15.0,19700.0,1.0,1.0,5.0,12.0,216.0,13650.0,10.2,0.0,0.0,57.0,33.0,2.0,2.0,0.0,2.0,,0.0,,1.0,8.0,12.0,9.0,9.0,1.0,14.0,14.0,12.0,14.0,0.0,0.0,0.0,7.0,93.3,0.0,0.0,0.0,19700.0,3028.0,15200.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
399,,,5000,5000,5000.0, 36 months,7.02,154.44,A,A2,IT Consultant,4 years,MORTGAGE,126000.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,462xx,IN,10.51,0.0,Jan-1994,3.0,52.0,,12.0,0.0,9419,13.9,30.0,w,4748.89,4748.89,305.96,305.96,251.11,54.85,0.0,0.0,0.0,Feb-2019,154.44,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,115525.0,3.0,3.0,2.0,2.0,2.0,24987.0,65.0,1.0,2.0,8550.0,32.0,67700.0,1.0,0.0,5.0,4.0,9627.0,53781.0,14.9,0.0,0.0,183.0,196.0,4.0,2.0,6.0,4.0,,2.0,,0.0,3.0,3.0,7.0,11.0,11.0,8.0,13.0,3.0,12.0,0.0,0.0,0.0,3.0,96.7,0.0,0.0,0.0,206327.0,34406.0,63200.0,38627.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
400,,,6025,6025,6025.0, 36 months,19.92,223.67,D,D3,Welder,< 1 year,RENT,21600.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,021xx,MA,7.53,0.0,Jul-2015,1.0,,,1.0,0.0,1171,46.8,3.0,w,5775.63,5775.63,417.34,417.34,249.37,167.97,0.0,0.0,0.0,Feb-2019,223.67,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,1171.0,1.0,0.0,0.0,0.0,41.0,0.0,,1.0,1.0,0.0,47.0,2500.0,0.0,0.0,1.0,1.0,1171.0,,,0.0,0.0,41.0,36.0,4.0,4.0,0.0,,,4.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,,0.0,0.0,2500.0,1171.0,0.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
401,,,24000,24000,24000.0, 60 months,12.98,545.83,B,B5,Operations Manager,10+ years,MORTGAGE,140000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,440xx,OH,27.8,0.0,Jul-1992,1.0,,,31.0,0.0,42489,32.5,72.0,w,23424.44,23424.44,1065.7,1065.7,575.56,490.14,0.0,0.0,0.0,Feb-2019,545.83,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,371287.0,1.0,4.0,1.0,4.0,1.0,102867.0,89.0,0.0,2.0,9000.0,53.0,130900.0,2.0,0.0,1.0,6.0,11977.0,82611.0,33.9,0.0,0.0,108.0,317.0,14.0,1.0,5.0,14.0,,1.0,,0.0,16.0,17.0,22.0,39.0,12.0,25.0,55.0,17.0,31.0,0.0,0.0,0.0,1.0,100.0,31.8,0.0,0.0,528705.0,145356.0,125000.0,123596.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
402,,,1000,1000,1000.0, 36 months,23.4,38.92,E,E1,HR Director ,3 years,RENT,60000.0,Source Verified,Dec-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,435xx,OH,20.78,0.0,Sep-2007,0.0,59.0,,4.0,0.0,13326,72.8,38.0,f,0.0,0.0,1022.649016,1022.65,1000.0,22.65,0.0,0.0,0.0,Feb-2019,1024.6,,Feb-2019,0.0,59.0,1,Individual,,,,0.0,0.0,167564.0,1.0,2.0,1.0,2.0,0.0,154238.0,97.0,0.0,0.0,7688.0,85.0,18300.0,0.0,3.0,1.0,2.0,41891.0,4974.0,72.8,0.0,0.0,135.0,131.0,61.0,0.0,0.0,62.0,,0.0,,1.0,2.0,2.0,2.0,7.0,28.0,2.0,10.0,2.0,4.0,0.0,0.0,0.0,1.0,97.3,50.0,0.0,0.0,156105.0,167564.0,18300.0,137805.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
403,,,5000,5000,5000.0, 36 months,14.47,172.04,C,C2,Technician,5 years,MORTGAGE,30000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,132xx,NY,24.11,1.0,Nov-2013,1.0,22.0,,9.0,0.0,7598,37.8,12.0,w,4775.16,4775.16,338.05,338.05,224.84,113.21,0.0,0.0,0.0,Feb-2019,172.04,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,82.0,117170.0,1.0,1.0,0.0,0.0,26.0,16528.0,72.0,1.0,2.0,3091.0,56.0,20100.0,0.0,1.0,3.0,3.0,13019.0,6535.0,47.7,0.0,0.0,57.0,61.0,6.0,6.0,1.0,6.0,,3.0,22.0,0.0,3.0,5.0,3.0,3.0,3.0,7.0,8.0,5.0,9.0,0.0,0.0,0.0,2.0,91.7,66.7,0.0,0.0,136958.0,24126.0,12500.0,22858.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
404,,,19375,19375,19375.0, 36 months,13.56,658.06,C,C1,banquet server,5 years,MORTGAGE,75000.0,Not Verified,Dec-2018,Current,n,,,major_purchase,Major purchase,333xx,FL,19.66,0.0,Aug-2012,0.0,,,14.0,0.0,12744,29.1,18.0,w,18491.79,18491.79,1294.23,1294.23,883.21,411.02,0.0,0.0,0.0,Feb-2019,658.06,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,397433.0,3.0,2.0,0.0,1.0,23.0,27897.0,63.0,2.0,3.0,5913.0,46.0,43800.0,1.0,1.0,1.0,5.0,28388.0,24894.0,32.9,0.0,0.0,76.0,73.0,5.0,5.0,1.0,5.0,,9.0,,0.0,4.0,5.0,7.0,7.0,5.0,11.0,12.0,5.0,14.0,0.0,0.0,0.0,3.0,100.0,14.3,0.0,0.0,448034.0,40641.0,37100.0,44234.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
405,,,15000,15000,15000.0, 36 months,10.72,489.1,B,B2,Registered Nurse,2 years,MORTGAGE,62000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,273xx,NC,12.81,0.0,Feb-2008,0.0,,,7.0,0.0,4573,49.2,8.0,w,14286.63,14286.63,964.8,964.8,713.37,251.43,0.0,0.0,0.0,Feb-2019,489.1,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,150.0,27671.0,0.0,2.0,1.0,2.0,8.0,23098.0,90.0,0.0,2.0,2475.0,79.0,9300.0,1.0,0.0,1.0,4.0,3953.0,1804.0,71.4,0.0,0.0,130.0,48.0,23.0,8.0,0.0,27.0,,8.0,,0.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,35026.0,27671.0,6300.0,25726.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
406,,,14400,14400,14400.0, 36 months,16.14,507.26,C,C4,Personalized Living Manager,< 1 year,RENT,70000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,21.04,0.0,May-2004,1.0,40.0,,11.0,0.0,17884,48.6,36.0,w,13768.62,13768.62,995.15,995.15,631.38,363.77,0.0,0.0,0.0,Feb-2019,507.26,Mar-2019,Feb-2019,0.0,40.0,1,Individual,,,,0.0,0.0,84292.0,0.0,3.0,1.0,2.0,11.0,66408.0,68.0,4.0,6.0,6884.0,56.0,36800.0,1.0,0.0,5.0,8.0,7663.0,18167.0,48.5,0.0,0.0,175.0,38.0,10.0,10.0,0.0,10.0,,1.0,,19.0,5.0,7.0,6.0,8.0,25.0,8.0,10.0,7.0,11.0,0.0,0.0,0.0,5.0,45.7,16.7,0.0,0.0,102039.0,84292.0,35300.0,65239.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
407,,,22500,22500,22500.0, 60 months,15.02,535.51,C,C3,Facilities Maintenance Assistant,1 year,MORTGAGE,85000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,950xx,CA,21.4,0.0,Aug-1996,1.0,48.0,113.0,31.0,1.0,37908,51.8,41.0,w,21989.05,21989.05,1042.86,1042.86,510.95,531.91,0.0,0.0,0.0,Feb-2019,535.51,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,74757.0,1.0,3.0,1.0,2.0,11.0,36849.0,66.0,3.0,7.0,13074.0,58.0,73200.0,0.0,1.0,3.0,9.0,2492.0,19751.0,63.2,0.0,0.0,183.0,268.0,2.0,2.0,0.0,2.0,48.0,3.0,48.0,0.0,16.0,23.0,17.0,17.0,10.0,28.0,31.0,23.0,31.0,0.0,0.0,0.0,4.0,97.6,37.5,1.0,0.0,128849.0,74757.0,53600.0,55649.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
408,,,15000,15000,15000.0, 60 months,8.19,305.52,A,A4,Finance Coordinator,2 years,RENT,63000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,114xx,NY,21.86,0.0,Feb-1989,0.0,,,11.0,0.0,11695,51.1,20.0,f,14592.32,14592.32,600.8,600.8,407.68,193.12,0.0,0.0,0.0,Feb-2019,305.52,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,51091.0,0.0,2.0,0.0,1.0,20.0,33433.0,71.0,0.0,0.0,4333.0,67.0,22900.0,0.0,0.0,0.0,1.0,4645.0,4559.0,65.5,0.0,0.0,162.0,358.0,25.0,20.0,0.0,39.0,,,,0.0,3.0,6.0,3.0,4.0,6.0,8.0,13.0,6.0,11.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,76508.0,51091.0,13200.0,47000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
409,,,20000,20000,20000.0, 36 months,8.19,628.49,A,A4,Chef,7 years,RENT,55000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,169xx,PA,30.07,0.0,Aug-1999,0.0,,,9.0,0.0,21137,63.1,20.0,w,19012.66,19012.66,1243.33,1243.33,987.34,255.99,0.0,0.0,0.0,Feb-2019,628.49,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,78371.0,1.0,6.0,1.0,1.0,4.0,57234.0,75.0,0.0,0.0,21137.0,72.0,33500.0,0.0,1.0,3.0,1.0,9796.0,12363.0,63.1,0.0,0.0,232.0,199.0,44.0,4.0,0.0,44.0,,4.0,,0.0,1.0,1.0,2.0,3.0,12.0,3.0,8.0,1.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,109487.0,78371.0,33500.0,75987.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
